f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:52 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.72ms -> Skor=0.0000] [api-node2: CPU=0.00%, Q=0.00, Lat=3.26ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.69mw11s2mg4k@node3.api    | 2026/03/17 05:52:08 [DECISION] [api-node1: CPU=10.20%, Q=0.20, Lat=0.91ms -> Skor=74.9874] [api-node2: CPU=0.00%, Q=0.00, Lat=10.46ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=0.00%, Q=0.00, Lat=1.03ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=14.89%, Q=0.00, Lat=5.71ms -> Skor=0.0000]  ==> TERPILIH: api-node1
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:56 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
f-pso-stack_entry-point.1.62dtkqr2vd7r@node3.api    | 2026/03/17 05:44:57 [DECISION] [api-node1: CPU=11.76%, Q=0.00, Lat=1.01ms -> Skor=0.0000] [api-node2: CPU=2.08%, Q=0.00, Lat=6.58ms -> Skor=0.0000]  ==> TERPILIH: api-node2
